Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SVpct,GAA,SO,GPS,MIN,QS,QSpct,RBS,GApct,GSAA,G,A,PTS,PIM,Season
Rick St. Croix, 27, PHI, 29, , 13, 9, 6, 112, 861, 749, .870, 3.89, 0, 4.8, 1726, , , , 102, -2.57, 0, 1, 1, 2,1981-82
Ed Staniowski, 26, WIN, 45, , 20, 19, 6, 174, 1405, 1231, .876, 3.96, 1, 7.2, 2637, , , , 97, 4.56, 0, 5, 5, 4,1981-82
Greg Stefan, 20, DET, 2, , 0, 2, 0, 10, 66, 56, .848, 5.00, 0, 0.2, 120, , , , , , 0, 0, 0, 0,1981-82
Vincent Tremblay, 22, TOR, 40, , 10, 18, 8, 153, 1190, 1037, .871, 4.52, 1, 4.2, 2030, , , , 101, -1.76, 0, 2, 2, 2,1981-82
Rogie Vachon*, 36, BOS, 38, , 19, 11, 6, 132, 934, 802, .859, 3.66, 1, 6.7, 2162, , , , 111, -13.30, 0, 1, 1, 0,1981-82
John Vanbiesbrouck, 18, NYR, 1, , 1, 0, 0, 1, 30, 29, .967, 1.00, 0, 0.4, 60, , , , , , 0, 0, 0, 0,1981-82
Mike Veisor, 29, HAR, 13, , 5, 5, 2, 53, 443, 390, .880, 4.54, 0, 1.4, 700, , , , 94, 3.30, 0, 1, 1, 0,1981-82
Rick Wamsley, 22, MTL, 38, , 23, 7, 7, 101, 942, 841, .893, 2.75, 2, 9.2, 2205, , , , 84, 18.72, 0, 2, 2, 4,1981-82
Steve Weeks, 23, NYR, 49, , 23, 16, 9, 179, 1357, 1178, .868, 3.77, 1, 8.4, 2849, , , , 104, -6.54, 0, 3, 3, 0,1981-82
Hardy Astrom, 29, CLR, 30, , 6, 15, 6, 103, 787, 684, .869, 3.77, 0, 4.5, 1639, , , , 106, -5.53, 0, 1, 1, 2,1980-81
Steve Baker, 23, NYR, 21, , 10, 6, 5, 73, 609, 536, .880, 3.49, 2, 3.9, 1256, , , , 97, 2.42, 0, 0, 0, 5,1980-81
Murray Bannerman, 23, CBH, 15, , 2, 10, 2, 62, 461, 399, .866, 4.31, 0, 1.8, 862, , , , 109, -4.91, 0, 0, 0, 0,1980-81
Marco Baron, 21, BOS, 10, , 3, 4, 1, 24, 205, 181, .883, 2.85, 0, 2.0, 505, , , , , , 0, 0, 0, 7,1980-81
Don Beaupre, 19, MNS, 44, , 18, 14, 11, 138, 1309, 1171, .895, 3.21, 0, 8.9, 2580, , , , 85, 24.12, 0, 1, 1, 20,1980-81
Dan Bouchard, 30, TOT, 43, , 23, 10, 8, 143, 1318, 1175, .892, 3.44, 2, 7.9, 2495, , , , 88, 20.23, 0, 4, 4, 12,1980-81
Dan Bouchard, 30, QUE, 29, , 19, 5, 5, 92, 880, 788, .895, 3.18, 2, 6.0, 1738, , , , 84, 16.99, 0, , , 4,1980-81
Dan Bouchard, 30, CGY, 14, , 4, 5, 3, 51, 438, 387, .884, 4.04, 0, 1.8, 757, , , , 94, 3.25, 0, , , 8,1980-81
Rollie Boutin, 23, WSH, 2, , 0, 2, 0, 11, 75, 64, .853, 5.51, 0, 0.1, 120, , , , , , 0, 0, 0, 0,1980-81
Richard Brodeur, 28, VAN, 52, , 17, 18, 16, 177, 1527, 1350, .884, 3.52, 0, 9.2, 3016, , , , 94, 12.12, 0, 0, 0, 0,1980-81
Gary Bromley, 31, VAN, 20, , 6, 6, 4, 62, 466, 404, .867, 3.81, 0, 2.6, 977, , , , 107, -4.29, 0, 1, 1, 0,1980-81
Jim Craig, 23, BOS, 23, , 9, 7, 6, 78, 562, 484, .861, 3.68, 0, 3.6, 1270, , , , 112, -8.40, 0, 1, 1, 11,1980-81
Jiri Crha, 30, TOR, 54, , 20, 20, 11, 211, 1684, 1473, .875, 4.08, 0, 7.3, 3105, , , , 101, -2.44, 0, 1, 1, 8,1980-81
John Davidson, 27, NYR, 10, , 1, 7, 1, 48, 285, 237, .832, 5.17, 0, 0.6, 557, , , , , , 0, 1, 1, 2,1980-81
Michel Dion, 26, TOT, 26, , 3, 14, 6, 122, 798, 676, .847, 5.08, 0, 1.6, 1442, , , , 123, -23.17, 0, 1, 1, 2,1980-81
Michel Dion, 26, WIN, 14, , 3, 6, 3, 61, 447, 386, .864, 4.84, 0, 1.1, 756, , , , 110, -5.64, 0, , , 2,1980-81
Michel Dion, 26, QUE, 12, , 0, 8, 3, 61, 351, 290, .826, 5.34, 0, 0.5, 686, , , , 140, -17.53, 0, , , 0,1980-81
Don Edwards, 25, BUF, 45, , 23, 10, 12, 133, 1303, 1170, .898, 2.96, 3, 10.1, 2696, , , , 82, 28.37, 0, 2, 2, 0,1980-81
Gary Edwards, 33, EDM, 15, , 5, 3, 4, 44, 327, 283, .865, 3.63, 0, 2.1, 728, , , , 109, -3.50, 0, 2, 2, 0,1980-81
Tony Esposito*, 37, CBH, 66, , 29, 23, 14, 246, 2239, 1993, .890, 3.76, 0, 10.8, 3926, , , , 89, 31.30, 0, 3, 3, 0,1980-81
John Garrett, 29, HAR, 54, , 15, 27, 12, 241, 1876, 1635, .872, 4.60, 0, 5.4, 3144, , , , 104, -8.66, 0, 1, 1, 2,1980-81
Gilles Gilbert, 31, DET, 48, , 11, 24, 9, 175, 1306, 1131, .866, 4.02, 0, 6.3, 2611, , , , 108, -13.25, 0, 1, 1, 12,1980-81
Ron Grahame, 30, TOT, 14, , 4, 7, 2, 68, 436, 368, .844, 5.12, 0, 0.9, 797, , , , 126, -14.00, 0, 0, 0, 2,1980-81
Ron Grahame, 30, QUE, 8, , 1, 5, 1, 40, 238, 198, .832, 5.49, 0, 0.3, 437, , , , , , 0, , , 2,1980-81
Ron Grahame, 30, LAK, 6, , 3, 2, 1, 28, 198, 170, .859, 4.67, 0, 0.6, 360, , , , , , 0, , , 0,1980-81
Pierre Hamel, 28, WIN, 29, , 3, 20, 4, 128, 924, 796, .861, 4.74, 0, 2.5, 1620, , , , 112, -13.56, 0, 1, 1, 4,1980-81
Glen Hanlon, 23, VAN, 16, , 5, 8, 0, 59, 411, 352, .856, 4.44, 1, 1.5, 797, , , , 116, -8.10, 0, 1, 1, 0,1980-81
Rick Heinz, 25, STL, 4, , 2, 1, 1, 8, 103, 95, .922, 2.19, 0, 1.0, 219, , , , , , 0, 1, 1, 0,1980-81
Denis Herron, 28, MTL, 25, , 6, 9, 6, 67, 550, 483, .878, 3.52, 1, 3.5, 1142, , , , 98, 1.12, 0, 2, 2, 0,1980-81
Ken Holland, 25, HAR, 1, , 0, 1, 0, 7, 46, 39, .848, 7.00, 0, -0.1, 60, , , , , , 0, 0, 0, 0,1980-81
Rob Holland, 23, PIT, 10, , 1, 5, 3, 45, 300, 255, .850, 5.01, 0, 0.6, 539, , , , , , 0, 0, 0, 0,1980-81
Gary Inness, 31, WSH, 3, , 0, 1, 2, 9, 108, 99, .917, 3.02, 0, 0.7, 179, , , , , , 0, 0, 0, 0,1980-81
Al Jensen, 22, DET, 1, , 0, 1, 0, 7, 30, 23, .767, 7.00, 0, -0.1, 60, , , , , , 0, 0, 0, 0,1980-81
Jari Kaarela, 22, CLR, 5, , 2, 2, 0, 22, 115, 93, .809, 6.00, 0, 0.0, 220, , , , , , 0, 0, 0, 2,1980-81
Doug Keans, 23, LAK, 9, , 2, 3, 1, 37, 227, 190, .837, 4.89, 0, 0.6, 454, , , , , , 0, 0, 0, 7,1980-81
Michel Larocque, 28, TOT, 36, , 19, 12, 5, 122, 957, 835, .873, 3.52, 1, 6.3, 2079, , , , 103, -3.48, 0, 1, 1, 2,1980-81
Michel Larocque, 28, MTL, 28, , 16, 9, 3, 82, 683, 601, .880, 3.04, 1, 5.9, 1619, , , , 97, 2.59, 0, , , 2,1980-81
Michel Larocque, 28, TOR, 8, , 3, 3, 2, 40, 274, 234, .854, 5.22, 0, 0.4, 460, , , , , , 0, , , 0,1980-81
Claude Legris, 24, DET, 3, , 0, 1, 0, 4, 34, 30, .882, 3.79, 0, 0.2, 63, , , , , , 0, 0, 0, 0,1980-81
Reggie Lemelin, 26, CGY, 29, , 14, 6, 7, 88, 891, 803, .901, 3.24, 2, 5.5, 1629, , , , 80, 22.35, 0, 1, 1, 2,1980-81
Mario Lessard, 26, LAK, 64, , 35, 18, 11, 203, 1895, 1692, .893, 3.26, 2, 12.6, 3736, , , , 86, 31.69, 0, 1, 1, 8,1980-81
Mike Liut, 25, STL, 61, , 33, 14, 13, 199, 1877, 1678, .894, 3.35, 1, 11.6, 3565, , , , 86, 33.46, 0, 0, 0, 0,1980-81
Pete LoPresti, 26, EDM, 2, , 0, 1, 0, 8, 45, 37, .822, 4.61, 0, 0.2, 104, , , , , , 0, 0, 0, 0,1980-81
Ron Loustel, 18, WIN, 1, , 0, 1, 0, 10, 51, 41, .804, 10.00, 0, -0.3, 60, , , , , , 0, 0, 0, 0,1980-81
Ron Low, 30, EDM, 24, , 5, 13, 3, 93, 647, 554, .856, 4.44, 0, 2.4, 1258, , , , 116, -12.87, 0, 3, 3, 0,1980-81
Larry Lozinski, 22, DET, 30, , 6, 11, 7, 104, 734, 630, .858, 4.29, 0, 3.0, 1454, , , , 114, -13.10, 0, 1, 1, 0,1980-81
Markus Mattsson, 23, WIN, 31, , 3, 21, 4, 128, 957, 829, .866, 4.52, 1, 3.1, 1699, , , , 108, -9.48, 0, 1, 1, 2,1980-81
Roland Melanson, 20, NYI, 11, , 8, 1, 1, 32, 304, 272, .895, 3.10, 0, 2.2, 620, , , , , , 0, 0, 0, 4,1980-81
Gilles Meloche, 30, MNS, 38, , 17, 14, 6, 120, 1076, 956, .888, 3.26, 2, 7.5, 2211, , , , 90, 13.26, 0, 0, 0, 2,1980-81
Lindsay Middlebrook, 25, WIN, 14, , 0, 9, 3, 65, 405, 340, .840, 5.99, 0, 0.0, 652, , , , 130, -14.84, 0, 0, 0, 0,1980-81
Greg Millen, 23, PIT, 63, , 25, 27, 10, 258, 1895, 1637, .864, 4.17, 0, 8.3, 3710, , , , 110, -23.31, 0, 2, 2, 6,1980-81
Eddie Mio, 27, EDM, 43, , 16, 15, 9, 155, 1165, 1010, .867, 3.90, 0, 6.2, 2387, , , , 107, -10.72, 0, 5, 5, 6,1980-81
Andy Moog, 20, EDM, 7, , 3, 3, 0, 20, 170, 150, .882, 3.82, 0, 0.8, 314, , , , , , 0, 1, 1, 0,1980-81
Phil Myre, 32, TOT, 26, , 9, 11, 5, 94, 734, 640, .872, 3.83, 0, 3.9, 1474, , , , 103, -3.10, 0, 0, 0, 0,1980-81
Phil Myre, 32, PHI, 16, , 6, 5, 4, 61, 450, 389, .864, 4.08, 0, 2.1, 898, , , , 109, -5.27, 0, , , 0,1980-81
Phil Myre, 32, CLR, 10, , 3, 6, 1, 33, 284, 251, .884, 3.44, 0, 1.8, 575, , , , , , 0, , , 0,1980-81
Paul Pageau, 21, LAK, 1, , 0, 1, 0, 8, 34, 26, .765, 8.00, 0, -0.2, 60, , , , , , 0, 0, 0, 0,1980-81
Mike Palmateer, 27, WSH, 49, , 18, 19, 9, 172, 1406, 1234, .878, 3.86, 2, 7.0, 2674, , , , 99, 2.13, 0, 8, 8, 17,1980-81
Dave Parro, 23, WSH, 18, , 4, 7, 2, 49, 439, 390, .888, 3.64, 1, 2.3, 808, , , , 90, 5.37, 0, 1, 1, 2,1980-81
Pete Peeters, 23, PHI, 40, , 22, 12, 5, 115, 1115, 1000, .897, 2.97, 2, 8.7, 2324, , , , 83, 23.09, 0, 1, 1, 8,1980-81
Michel Plasse, 32, QUE, 33, , 10, 14, 9, 118, 949, 831, .876, 3.66, 0, 5.5, 1932, , , , 100, -0.47, 0, 1, 1, 0,1980-81
Glenn Resch, 32, TOT, 40, , 20, 11, 7, 121, 1107, 986, .891, 3.21, 3, 7.8, 2260, , , , 88, 16.10, 0, 1, 1, 0,1980-81
Glenn Resch, 32, NYI, 32, , 18, 7, 5, 93, 879, 786, .894, 3.08, 3, 6.5, 1814, , , , 85, 15.86, 0, 1, 1, 0,1980-81
Glenn Resch, 32, CLR, 8, , 2, 4, 2, 28, 228, 200, .877, 3.77, 0, 1.2, 446, , , , , , 0, 0, 0, 0,1980-81
Nick Ricci, 21, PIT, 9, , 4, 5, 0, 35, 251, 216, .861, 3.92, 0, 1.4, 536, , , , , , 0, 0, 0, 2,1980-81
Curt Ridley, 29, TOR, 3, , 1, 1, 0, 12, 73, 61, .836, 5.80, 0, 0.0, 124, , , , , , 0, 0, 0, 2,1980-81
Pat Riggin, 21, CGY, 42, , 21, 16, 4, 154, 1319, 1165, .883, 3.84, 0, 6.4, 2406, , , , 94, 9.36, 0, 1, 1, 7,1980-81
Jim Rutherford, 31, TOT, 31, , 9, 16, 4, 134, 932, 798, .856, 4.62, 0, 2.9, 1738, , , , 116, -18.57, 0, 2, 2, 2,1980-81
Jim Rutherford, 31, TOR, 18, , 4, 10, 2, 81, 550, 469, .853, 5.07, 0, 1.1, 959, , , , 119, -12.88, 0, , , 2,1980-81
Jim Rutherford, 31, DET, 10, , 2, 6, 2, 43, 286, 243, .850, 4.30, 0, 1.2, 600, , , , , , 0, , , 0,1980-81
Jim Rutherford, 31, LAK, 3, , 3, 0, 0, 10, 96, 86, .896, 3.33, 0, 0.6, 180, , , , , , 0, , , 0,1980-81
Bob Sauve, 25, BUF, 35, , 16, 10, 9, 111, 926, 815, .880, 3.18, 2, 7.3, 2098, , , , 97, 3.68, 0, 1, 1, 0,1980-81
Richard Sevigny, 23, MTL, 33, , 20, 4, 3, 71, 768, 697, .908, 2.40, 2, 7.9, 1776, , , , 75, 24.12, 0, 0, 0, 30,1980-81
Al Smith, 35, CLR, 36, , 9, 18, 4, 151, 913, 762, .835, 4.76, 0, 2.9, 1902, , , , 134, -37.93, 0, 2, 2, 36,1980-81
Billy Smith*, 30, NYI, 41, , 22, 10, 8, 129, 1229, 1100, .895, 3.28, 2, 7.9, 2359, , , , 85, 23.21, 0, 0, 0, 33,1980-81
Doug Soetaert, 25, NYR, 39, , 16, 16, 7, 152, 1041, 889, .854, 3.94, 0, 5.9, 2317, , , , 118, -23.07, 0, 0, 0, 2,1980-81
Rick St. Croix, 26, PHI, 27, , 13, 7, 6, 65, 746, 681, .913, 2.50, 2, 6.8, 1563, , , , 70, 27.39, 0, 1, 1, 0,1980-81
Ed Staniowski, 25, STL, 19, , 10, 3, 3, 72, 558, 486, .871, 4.28, 0, 2.1, 1010, , , , 104, -2.89, 0, 2, 2, 0,1980-81
Wayne Stephenson, 36, WSH, 20, , 4, 7, 5, 66, 491, 425, .866, 3.92, 1, 2.6, 1009, , , , 109, -5.19, 0, 0, 0, 4,1980-81
Wayne Thomas, 33, NYR, 10, , 3, 6, 1, 34, 257, 223, .868, 3.42, 0, 1.9, 597, , , , , , 0, 2, 2, 2,1980-81
Vincent Tremblay, 21, TOR, 3, , 0, 3, 0, 16, 96, 80, .833, 6.69, 0, -0.1, 143, , , , , , 0, 0, 0, 0,1980-81
Rogie Vachon*, 35, BOS, 53, , 25, 19, 6, 168, 1218, 1050, .862, 3.34, 1, 9.8, 3014, , , , 111, -17.15, 0, 1, 1, 6,1980-81
Mike Veisor, 28, HAR, 29, , 6, 13, 6, 118, 903, 785, .869, 4.48, 1, 2.9, 1579, , , , 106, -6.16, 0, 0, 0, 0,1980-81
Rick Wamsley, 21, MTL, 5, , 3, 0, 1, 8, 110, 102, .927, 1.91, 1, 1.3, 252, , , , , , 0, 0, 0, 0,1980-81
Steve Weeks, 22, NYR, 1, , 0, 1, 0, 2, 22, 20, .909, 2.04, 0, 0.3, 59, , , , , , 0, 0, 0, 0,1980-81
Hardy Astrom, 28, CLR, 49, , 9, 27, 6, 161, 1242, 1081, .870, 3.77, 0, 5.9, 2566, , , , 110, -15.06, 0, 0, 0, 6,1979-80
Steve Baker, 22, NYR, 27, , 9, 8, 6, 79, 667, 588, .882, 3.41, 1, 3.9, 1389, , , , 101, -0.63, 0, 0, 0, 2,1979-80
Marco Baron, 20, BOS, 1, , 0, 0, 0, 2, 13, 11, .846, 3.00, 0, 0.1, 40, , , , , , 0, 0, 0, 0,1979-80
Yves Belanger, 27, BOS, 8, , 2, 0, 3, 19, 132, 113, .856, 3.48, 0, 0.9, 328, , , , , , 0, 0, 0, 0,1979-80
Dan Bouchard, 29, ATF, 53, , 23, 19, 10, 163, 1598, 1435, .898, 3.19, 2, 9.5, 3065, , , , 87, 24.77, 0, 1, 1, 34,1979-80
Rollie Boutin, 22, WSH, 18, , 7, 7, 1, 54, 454, 400, .881, 3.50, 0, 2.5, 926, , , , 101, -0.65, 0, 1, 1, 6,1979-80
Richard Brodeur, 27, NYI, 2, , 1, 0, 0, 6, 35, 29, .829, 4.50, 0, 0.1, 80, , , , , , 0, 0, 0, 0,1979-80
Gary Bromley, 30, VAN, 15, , 8, 2, 4, 43, 399, 356, .892, 3.01, 1, 2.9, 858, , , , 92, 3.88, 0, 0, 0, 2,1979-80
Gerry Cheevers*, 39, BOS, 42, , 24, 11, 7, 116, 968, 852, .880, 2.81, 4, 8.9, 2474, , , , 102, -2.26, 0, 0, 0, 62,1979-80
Jim Corsi, 25, EDM, 26, , 8, 14, 3, 83, 659, 576, .874, 3.66, 0, 3.3, 1360, , , , 107, -5.57, 0, 3, 3, 6,1979-80
Jim Craig, 22, ATF, 4, , 1, 2, 1, 13, 82, 69, .841, 3.79, 0, 0.5, 206, , , , , , 0, 0, 0, 0,1979-80
Jiri Crha, 29, TOR, 15, , 8, 7, 0, 50, 546, 496, .908, 3.62, 0, 2.1, 830, , , , 78, 14.16, 0, 0, 0, 4,1979-80
Don Cutts, 26, EDM, 6, , 1, 2, 1, 16, 142, 126, .887, 3.57, 0, 0.7, 269, , , , , , 0, 0, 0, 6,1979-80
John Davidson, 26, NYR, 41, , 20, 15, 4, 122, 1061, 939, .885, 3.18, 2, 7.1, 2299, , , , 98, 2.67, 0, 2, 2, 2,1979-80
Michel Dion, 25, QUE, 50, , 15, 25, 6, 171, 1520, 1349, .888, 3.71, 2, 6.6, 2765, , , , 96, 7.60, 0, 0, 0, 8,1979-80
Dave Dryden, 38, EDM, 14, , 2, 7, 3, 53, 351, 298, .849, 4.29, 0, 1.2, 741, , , , 129, -11.76, 0, 0, 0, 0,1979-80
Bob Dupuis, 27, EDM, 1, , 0, 1, 0, 4, 35, 31, .886, 4.05, 0, 0.1, 59, , , , , , 0, 0, 0, 0,1979-80
Don Edwards, 24, BUF, 49, , 27, 9, 12, 125, 1167, 1042, .893, 2.57, 2, 11.5, 2915, , , , 91, 12.13, 0, 1, 1, 8,1979-80
Gary Edwards, 32, MNS, 26, , 9, 7, 10, 82, 668, 586, .877, 3.20, 0, 4.7, 1536, , , , 104, -3.51, 0, 0, 0, 0,1979-80
Tony Esposito*, 36, CBH, 69, , 31, 22, 16, 205, 2109, 1904, .903, 2.98, 6, 14.0, 4131, , , , 83, 42.81, 0, 1, 1, 2,1979-80
John Garrett, 28, HAR, 52, , 16, 24, 11, 202, 1502, 1300, .866, 3.99, 0, 6.1, 3040, , , , 114, -25.51, 0, 2, 2, 12,1979-80
Gilles Gilbert, 30, BOS, 33, , 20, 9, 3, 88, 805, 717, .891, 2.73, 1, 7.2, 1931, , , , 93, 6.59, 0, 1, 1, 10,1979-80
Ron Grahame, 29, LAK, 26, , 9, 11, 4, 98, 782, 684, .875, 4.18, 2, 2.5, 1406, , , , 107, -6.11, 0, 1, 1, 2,1979-80
Doug Grant, 31, STL, 1, , 0, 0, 0, 1, 13, 12, .923, 1.95, 0, 0.1, 31, , , , , , 0, 0, 0, 0,1979-80
Pierre Hamel, 27, WIN, 35, , 9, 19, 3, 130, 1055, 925, .877, 4.02, 0, 3.8, 1939, , , , 105, -6.03, 0, 2, 2, 10,1979-80
Glen Hanlon, 22, VAN, 57, , 17, 29, 10, 193, 1644, 1451, .883, 3.48, 0, 9.0, 3331, , , , 100, 0.17, 0, 1, 1, 28,1979-80
Paul Harrison, 24, TOR, 30, , 9, 17, 2, 110, 852, 742, .871, 4.45, 0, 2.1, 1485, , , , 110, -9.89, 0, 1, 1, 4,1979-80
Denis Herron, 27, MTL, 34, , 25, 3, 3, 80, 858, 778, .907, 2.52, 0, 7.6, 1908, , , , 79, 20.82, 0, 0, 0, 0,1979-80
Goran Hogosta, 25, QUE, 21, , 5, 12, 3, 83, 636, 553, .869, 4.18, 1, 2.1, 1193, , , , 111, -8.27, 0, 0, 0, 0,1979-80
Rob Holland, 22, PIT, 34, , 10, 17, 6, 126, 927, 801, .864, 3.84, 1, 4.4, 1969, , , , 116, -17.08, 0, 0, 0, 2,1979-80
Gary Inness, 30, WSH, 14, , 2, 9, 2, 44, 348, 304, .874, 3.64, 0, 1.8, 724, , , , 108, -3.11, 0, 0, 0, 2,1979-80
Steve Janaszak, 23, MNS, 1, , 0, 0, 1, 2, 28, 26, .929, 2.00, 0, 0.3, 60, , , , , , 0, 0, 0, 0,1979-80
Doug Keans, 22, LAK, 10, , 3, 3, 3, 23, 247, 224, .907, 2.48, 0, 2.3, 556, , , , , , 0, 0, 0, 0,1979-80
Michel Larocque, 27, MTL, 39, , 17, 13, 8, 125, 1042, 917, .880, 3.33, 3, 6.6, 2255, , , , 102, -2.56, 0, 2, 2, 4,1979-80
Reggie Lemelin, 25, ATF, 3, , 0, 2, 0, 15, 74, 59, .797, 6.00, 0, -0.1, 150, , , , , , 0, 0, 0, 0,1979-80
Mario Lessard, 25, LAK, 50, , 18, 22, 7, 185, 1420, 1235, .870, 3.93, 0, 5.9, 2825, , , , 111, -18.15, 0, 0, 0, 6,1979-80
Jean-Louis Levasseur, 30, MNS, 1, , 0, 1, 0, 7, 36, 29, .806, 7.00, 0, -0.1, 60, , , , , , 0, 0, 0, 0,1979-80
Mike Liut, 24, STL, 64, , 32, 23, 9, 194, 1854, 1660, .895, 3.18, 2, 11.4, 3658, , , , 89, 23.85, 0, 0, 0, 2,1979-80
Ron Low, 29, TOT, 26, , 13, 9, 3, 88, 800, 712, .890, 3.58, 0, 3.8, 1475, , , , 94, 6.00, 0, 3, 3, 0,1979-80
Ron Low, 29, QUE, 15, , 5, 7, 2, 51, 441, 390, .884, 3.71, 0, 2.0, 826, , , , 98, 0.82, 0, , , 0,1979-80
Ron Low, 29, EDM, 11, , 8, 2, 1, 37, 359, 322, .897, 3.42, 0, 1.8, 650, , , , 88, 5.18, 0, , , 0,1979-80
Markus Mattsson, 22, WIN, 21, , 5, 11, 4, 65, 576, 511, .887, 3.26, 2, 3.6, 1196, , , , 96, 2.68, 0, 0, 0, 2,1979-80
Bill McKenzie, 30, CLR, 26, , 9, 12, 3, 78, 606, 528, .871, 3.49, 1, 3.6, 1340, , , , 110, -6.79, 0, 0, 0, 2,1979-80
Gilles Meloche, 29, MNS, 54, , 27, 20, 5, 160, 1556, 1396, .897, 3.06, 1, 10.2, 3134, , , , 88, 22.83, 0, 1, 1, 4,1979-80
Lindsay Middlebrook, 24, WIN, 10, , 2, 8, 0, 40, 324, 284, .877, 4.15, 0, 1.0, 578, , , , 105, -1.93, 0, 0, 0, 0,1979-80
Greg Millen, 22, PIT, 44, , 18, 18, 7, 157, 1321, 1164, .881, 3.65, 2, 6.4, 2581, , , , 101, -1.78, 0, 3, 3, 14,1979-80
Eddie Mio, 26, EDM, 34, , 9, 13, 5, 120, 907, 787, .868, 4.22, 1, 2.9, 1706, , , , 113, -13.43, 0, 1, 1, 4,1979-80
Phil Myre, 31, PHI, 41, , 18, 7, 15, 141, 1127, 986, .875, 3.58, 0, 6.1, 2363, , , , 106, -8.57, 0, 0, 0, 37,1979-80
Bill Oleschuk, 24, CLR, 12, , 1, 6, 2, 39, 276, 237, .859, 4.21, 0, 1.0, 556, , , , , , 0, 0, 0, 4,1979-80
Mike Palmateer, 26, TOR, 38, , 16, 14, 3, 125, 988, 863, .873, 3.69, 2, 4.9, 2033, , , , 108, -8.91, 0, 3, 3, 6,1979-80
Pete Peeters, 22, PHI, 40, , 29, 5, 5, 108, 1061, 953, .898, 2.73, 1, 8.8, 2370, , , , 87, 16.67, 0, 0, 0, 13,1979-80
Michel Plasse, 31, CLR, 6, , 0, 3, 2, 26, 162, 136, .840, 4.77, 0, 0.3, 327, , , , , , 0, 0, 0, 0,1979-80
Glenn Resch, 31, NYI, 45, , 23, 14, 6, 132, 1334, 1202, .901, 3.05, 3, 8.5, 2599, , , , 84, 24.75, 0, 3, 3, 4,1979-80
Nick Ricci, 20, PIT, 4, , 2, 2, 0, 14, 137, 123, .898, 3.51, 0, 0.6, 239, , , , , , 0, 0, 0, 0,1979-80
Curt Ridley, 28, TOT, 13, , 2, 7, 2, 47, 362, 315, .870, 4.00, 0, 1.4, 704, , , , 110, -4.46, 0, 0, 0, 2,1979-80
Curt Ridley, 28, VAN, 10, , 2, 6, 2, 39, 289, 250, .865, 3.93, 0, 1.2, 595, , , , , , 0, , , 0,1979-80
Curt Ridley, 28, TOR, 3, , 0, 1, 0, 8, 73, 65, .890, 4.38, 0, 0.2, 109, , , , , , 0, , , 2,1979-80
Pat Riggin, 20, ATF, 25, , 11, 9, 2, 73, 686, 613, .894, 3.21, 2, 4.2, 1365, , , , 91, 7.61, 0, 0, 0, 0,1979-80
Jim Rutherford, 30, DET, 23, , 6, 13, 3, 92, 631, 539, .854, 4.18, 1, 2.3, 1321, , , , 124, -17.86, 0, 0, 0, 24,1979-80
Bob Sauve, 24, BUF, 32, , 20, 8, 4, 74, 751, 677, .901, 2.36, 4, 7.9, 1878, , , , 84, 14.24, 0, 4, 4, 2,1979-80
Richard Sevigny, 22, MTL, 11, , 5, 4, 2, 31, 312, 281, .901, 2.95, 0, 2.2, 631, , , , , , 0, 0, 0, 4,1979-80
Al Smith, 34, HAR, 30, , 11, 10, 8, 107, 862, 755, .876, 3.67, 2, 4.3, 1748, , , , 106, -5.71, 0, 1, 1, 10,1979-80
Billy Smith*, 29, NYI, 38, , 15, 14, 7, 104, 1022, 918, .898, 2.96, 2, 7.2, 2109, , , , 87, 16.09, 1, 0, 1, 39,1979-80
Gary Smith, 35, WIN, 20, , 4, 11, 4, 73, 574, 501, .873, 4.09, 0, 2.0, 1070, , , , 108, -5.55, 0, 0, 0, 25,1979-80
Doug Soetaert, 24, NYR, 8, , 5, 2, 0, 33, 214, 181, .846, 4.57, 0, 0.5, 434, , , , , , 0, 0, 0, 0,1979-80
Rick St. Croix, 25, PHI, 1, , 1, 0, 0, 2, 25, 23, .920, 2.00, 0, 0.3, 60, , , , , , 0, 0, 0, 0,1979-80
Ed Staniowski, 24, STL, 22, , 2, 11, 3, 80, 577, 497, .861, 4.34, 0, 1.7, 1106, , , , 118, -12.20, 0, 0, 0, 2,1979-80
Wayne Stephenson, 35, WSH, 56, , 18, 24, 10, 187, 1554, 1367, .880, 3.58, 0, 8.1, 3138, , , , 102, -4.40, 0, 1, 1, 20,1979-80
Jim Stewart, 22, BOS, 1, , 0, 1, 0, 5, 9, 4, .444, 15.00, 0, -0.3, 20, , , , , , 0, 0, 0, 0,1979-80
Wayne Thomas, 32, NYR, 12, , 4, 7, 0, 44, 347, 303, .873, 3.98, 0, 1.3, 664, , , , 108, -3.23, 0, 0, 0, 0,1979-80
Vincent Tremblay, 20, TOR, 10, , 2, 1, 0, 28, 197, 169, .858, 5.13, 0, 0.1, 327, , , , , , 0, 0, 0, 0,1979-80
Rogie Vachon*, 34, DET, 59, , 20, 30, 8, 209, 1642, 1433, .873, 3.62, 4, 8.7, 3464, , , , 108, -16.06, 0, 3, 3, 2,1979-80
Mike Veisor, 27, CBH, 11, , 3, 5, 3, 36, 373, 337, .903, 3.28, 0, 2.0, 658, , , , 82, 7.83, 0, 0, 0, 0,1979-80
